,CMA1,CMA2,CMA3,CMA4,CMA5,CMA6,CK1,CK2,CK3,CK4,CK5,CK6,Kingdom,Phylum,Class,Order,Family,Genus,Species
ASV5973,0,0,0,0,0,0,0,0,0,5,0,0,d__Bacteria,p__Bdellovibrionota_E,c__Bdellovibrionia_A_473294,o__Bdellovibrionales,f__1-14-0-10-45-34,g__1-14-0-10-45-34,s__1-14-0-10-45-34 sp002778785
ASV5974,0,0,0,0,0,0,0,0,0,1,0,0,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,Unassigned,Unassigned,Unassigned,Unassigned
ASV5975,0,0,0,0,0,0,0,0,0,2,0,0,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,Unassigned,Unassigned,Unassigned,Unassigned
ASV5976,0,0,0,0,0,0,0,0,0,0,4,0,d__Bacteria,p__Myxococcota_A_473307,c__UBA796,o__UBA796,f__GCA-2862545,g__REDI01,s__REDI01 sp007693595
ASV5977,0,0,0,0,0,0,0,0,0,0,5,0,d__Bacteria,p__Actinobacteriota,c__Acidimicrobiia_401430,Unassigned,Unassigned,Unassigned,Unassigned
ASV5978,0,0,0,0,0,0,0,0,0,0,5,0,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales_597437,f__Casimicrobiaceae,g__VBCG01,s__VBCG01 sp005881895
ASV5979,0,0,0,0,0,0,0,0,0,0,3,0,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Cytophagales,f__Cytophagaceae,g__Sporocytophaga,Unassigned
ASV5980,0,0,0,0,0,0,0,0,0,0,5,0,d__Bacteria,p__Actinobacteriota,c__Thermoleophilia,o__Solirubrobacterales,Unassigned,Unassigned,Unassigned
ASV5981,0,0,0,0,0,0,0,0,0,0,4,0,d__Bacteria,p__Acidobacteriota,c__Thermoanaerobaculia,o__UBA5704,f__UBA5704,g__JACTMI01,s__JACTMI01 sp011525905
ASV5982,0,0,0,0,0,0,0,0,0,0,5,0,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales_650611,f__Pseudomonadaceae,Unassigned,Unassigned
ASV5983,0,0,0,0,0,0,0,0,0,0,4,0,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Chitinophagales,f__Chitinophagaceae_966727,Unassigned,Unassigned
ASV5984,0,0,0,0,0,0,0,0,0,0,3,0,d__Bacteria,p__Gemmatimonadota,c__Gemmatimonadetes,o__Gemmatimonadales,f__Gemmatimonadaceae,g__AG11,s__AG11 sp003223455
ASV5985,0,0,0,0,0,0,0,0,0,0,5,0,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,Unassigned,Unassigned,Unassigned,Unassigned
ASV5986,0,0,0,0,0,0,0,0,0,0,5,0,d__Bacteria,p__Myxococcota_A_473307,c__Polyangia_463783,Unassigned,Unassigned,Unassigned,Unassigned
ASV5987,0,0,0,0,0,0,0,0,0,0,3,0,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,Unassigned,Unassigned
ASV5988,0,0,0,0,0,0,0,0,0,0,4,0,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Steroidobacterales,f__Steroidobacteraceae,g__Steroidobacter_A_608626,Unassigned
ASV5989,0,0,0,0,0,0,0,0,0,0,5,0,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales_592524,f__Burkholderiaceae_A_574934,g__Herbaspirillum,s__Herbaspirillum hiltneri
ASV5990,0,0,0,0,0,0,0,0,0,0,5,0,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Geminicoccales,f__Geminicoccaceae,g__HRBIN40,s__HRBIN40 sp002898275
ASV5991,0,0,0,0,0,0,0,0,0,0,5,0,d__Bacteria,p__Myxococcota_A_473307,c__Polyangia_463783,o__Haliangiales_463188,f__Haliangiaceae_463188,g__Haliangium_463188,s__Haliangium ochraceum
ASV5992,0,0,0,0,0,0,0,0,0,0,4,0,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,Unassigned,Unassigned
ASV5993,0,0,0,0,0,0,0,0,0,0,5,0,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,Unassigned,Unassigned,Unassigned,Unassigned
ASV5994,0,0,0,0,0,0,0,0,0,0,5,0,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales_597432,f__Rhodocyclaceae,Unassigned,Unassigned
ASV5995,0,0,0,0,0,0,0,0,0,0,5,0,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales_597441,f__SG8-41,g__UBA5216,s__UBA5216 sp902825845
ASV5996,0,0,0,0,0,0,0,0,0,0,5,0,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Steroidobacterales,f__Steroidobacteraceae,Unassigned,Unassigned
ASV5997,0,0,0,0,0,0,0,0,0,0,5,0,d__Bacteria,p__Firmicutes_D,c__Bacilli,o__Bacillales_B_302584,f__DSM-1321_301386,g__Peribacillus_301373,Unassigned
ASV5998,0,0,0,0,0,0,0,0,0,0,5,0,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Xanthomonadales_613062,f__Rhodanobacteraceae_613062,g__Luteibacter,s__Luteibacter rhizovicinus_B_612371
ASV5999,0,0,0,0,0,0,0,0,0,0,5,0,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__DSM-16000,f__Inquilinaceae,g__Inquilinus,s__Inquilinus ginsengisoli
ASV6000,0,0,0,0,0,0,0,0,0,0,5,0,d__Bacteria,p__Bdellovibrionota_E,c__Bdellovibrionia_A_470743,o__UBA1018,f__UBA1018,g__GWA1-52-35,s__GWA1-52-35 sp001769805
ASV6001,0,0,0,0,0,0,0,0,0,0,5,0,d__Bacteria,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
ASV6002,0,0,0,0,0,0,0,0,0,0,4,0,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Clostridiales,f__Oxobacteraceae,g__Oxobacter,s__Oxobacter pfennigii
ASV6003,0,0,0,0,0,0,0,0,0,0,5,0,d__Bacteria,p__Proteobacteria,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
ASV6004,0,0,0,0,0,0,0,0,0,0,4,0,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Xanthomonadales_616009,f__Xanthomonadaceae_616009,g__Pseudoxanthomonas_A_615337,s__Pseudoxanthomonas_A_615337 yeongjuensis
ASV6005,0,0,0,0,0,0,0,0,0,0,5,0,d__Bacteria,p__Acidobacteriota,c__Thermoanaerobaculia,o__UBA5066,f__Gp7-AA6,g__Gp7-AA6,s__Gp7-AA6 sp003222385
ASV6006,0,0,0,0,0,0,0,0,0,0,5,0,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales_592522,f__Burkholderiaceae_A_592522,Unassigned,Unassigned
ASV6007,0,0,0,0,0,0,0,0,0,0,5,0,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales_595427,f__Burkholderiaceae_A_595427,Unassigned,Unassigned
ASV6008,0,0,0,0,0,0,0,0,0,0,5,0,d__Bacteria,p__Chloroflexota,c__Chloroflexia,o__Thermomicrobiales,Unassigned,Unassigned,Unassigned
ASV6009,0,0,0,0,0,0,0,0,0,0,5,0,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Caulobacterales,f__Caulobacteraceae,g__Phenylobacterium,Unassigned
ASV6010,0,0,0,0,0,0,0,0,0,0,5,0,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Sphingobacteriales,f__Sphingobacteriaceae,g__Mucilaginibacter_A,Unassigned
ASV6011,0,0,0,0,0,0,0,0,0,0,5,0,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Nanopelagicales,f__AcAMD-5,g__AcAMD-5,Unassigned
ASV6012,0,0,0,0,0,0,0,0,0,0,5,0,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales_A_501396,f__Rhizobiaceae_A_499470,Unassigned,Unassigned
ASV6013,0,0,0,0,0,0,0,0,0,0,5,0,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,Unassigned,Unassigned,Unassigned,Unassigned
ASV6014,0,0,0,0,0,0,0,0,0,0,4,0,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Thiohalomonadales,f__Thiohalomonadaceae_597800,Unassigned,Unassigned
ASV6015,0,0,0,0,0,0,0,0,0,0,4,0,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Xanthomonadales_613067,f__Rhodanobacteraceae_613067,g__Dokdonella_A,Unassigned
ASV6016,0,0,0,0,0,0,0,0,0,0,5,0,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales_A_504705,f__Xanthobacteraceae_503485,Unassigned,Unassigned
ASV6017,0,0,0,0,0,0,0,0,0,0,5,0,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Mycobacteriales,f__Pseudonocardiaceae,g__Lentzea,Unassigned
ASV6018,0,0,0,0,0,0,0,0,0,0,5,0,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Paraprevotella,s__Paraprevotella sp003477995
ASV6019,0,0,0,0,0,0,0,0,0,0,5,0,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales_A_501396,f__Rhizobiaceae_A_499470,g__Mesorhizobium_F_498388,Unassigned
ASV6020,0,0,0,0,0,0,0,0,0,0,0,4,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Cytophagales,f__Cyclobacteriaceae_900466,g__Ohtaekwangia,Unassigned
ASV6021,0,0,0,0,0,0,0,0,0,0,0,1,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Xanthomonadales_616009,f__Xanthomonadaceae_616009,g__Arenimonas_613591,s__Arenimonas daechungensis
ASV6022,0,0,0,0,0,0,0,0,0,0,0,4,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Cytophagales,f__Hymenobacteraceae,g__Hymenobacter_910554,s__Hymenobacter bucti
ASV6023,0,0,0,0,0,0,0,0,0,0,0,2,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,Unassigned,Unassigned,Unassigned,Unassigned
ASV6024,0,0,0,0,0,0,0,0,0,0,0,4,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales_650611,f__Pseudomonadaceae,g__Pseudomonas_E_647464,s__Pseudomonas_E_647464 floridensis
ASV6025,0,0,0,0,0,0,0,0,0,0,0,4,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Sphingobacteriales,f__Sphingobacteriaceae,Unassigned,Unassigned
ASV6026,0,0,0,0,0,0,0,0,0,0,0,3,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales_A_504705,f__Beijerinckiaceae,g__Methylobacterium,Unassigned
ASV6027,0,0,0,0,0,0,0,0,0,0,0,3,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales_650611,f__Pseudomonadaceae,Unassigned,Unassigned
ASV6028,0,0,0,0,0,0,0,0,0,0,0,3,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales_592524,f__Burkholderiaceae_A_580492,g__Paraburkholderia_580243,Unassigned
ASV6029,0,0,0,0,0,0,0,0,0,0,0,4,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales_592522,f__Burkholderiaceae_A_592522,g__Acidovorax_A,Unassigned
ASV6030,0,0,0,0,0,0,0,0,0,0,0,3,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales_592524,f__Burkholderiaceae_A_574758,g__Massilia,Unassigned
ASV6031,0,0,0,0,0,0,0,0,0,0,0,4,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Propionibacteriales,f__Nocardioidaceae,Unassigned,Unassigned
ASV6032,0,0,0,0,0,0,0,0,0,0,0,2,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Chitinophagales,f__Chitinophagaceae_966727,g__Chitinophaga,Unassigned
ASV6033,0,0,0,0,0,0,0,0,0,0,0,2,d__Bacteria,p__Bdellovibrionota_E,c__Bdellovibrionia_A_470743,o__UBA1018,f__UBA1018,g__GWA1-52-35,s__GWA1-52-35 sp001769805
ASV6034,0,0,0,0,0,0,0,0,0,0,0,4,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Xanthomonadales_616009,f__Xanthomonadaceae_616009,g__Lysobacter_A_615995,Unassigned
ASV6035,0,0,0,0,0,0,0,0,0,0,0,4,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales_A_502138,f__Devosiaceae,g__Devosia_A_501803,Unassigned
ASV6036,0,0,0,0,0,0,0,0,0,0,0,5,d__Bacteria,p__Patescibacteria,c__Saccharimonadia,o__Saccharimonadales,f__UBA4665,g__GCA-2746885,Unassigned
ASV6037,0,0,0,0,0,0,0,0,0,0,0,4,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Legionellales_A,f__Legionellaceae_A,Unassigned,Unassigned
ASV6038,0,0,0,0,0,0,0,0,0,0,0,4,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__ATCC43930_507931,f__Stellaceae_507931,g__URHD0088,s__URHD0088 sp000518365
ASV6039,0,0,0,0,0,0,0,0,0,0,0,3,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Chitinophagales,f__Chitinophagaceae_966727,g__Niastella,Unassigned
ASV6040,0,0,0,0,0,0,0,0,0,0,0,2,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales_A_504705,f__Xanthobacteraceae_503485,Unassigned,Unassigned
ASV6041,0,0,0,0,0,0,0,0,0,0,0,2,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales_650611,f__Pseudomonadaceae,g__Pseudomonas_E_647464,s__Pseudomonas_E_647464 floridensis
ASV6042,0,0,0,0,0,0,0,0,0,0,0,2,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales_650611,f__Pseudomonadaceae,Unassigned,Unassigned
ASV6043,0,0,0,0,0,0,0,0,0,0,0,2,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales_595422,f__Burkholderiaceae_A_595422,g__Pigmentiphaga,s__Pigmentiphaga litoralis
ASV6044,0,0,0,0,0,0,0,0,0,0,0,4,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales_650611,f__Pseudomonadaceae,Unassigned,Unassigned
ASV6045,0,0,0,0,0,0,0,0,0,0,0,4,d__Bacteria,p__Myxococcota_A_473307,c__Polyangia_463783,Unassigned,Unassigned,Unassigned,Unassigned
ASV6046,0,0,0,0,0,0,0,0,0,0,0,4,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,Unassigned,Unassigned,Unassigned,Unassigned
ASV6047,0,0,0,0,0,0,0,0,0,0,0,3,d__Bacteria,p__Gemmatimonadota,c__Gemmatimonadetes,o__Gemmatimonadales,f__Gemmatimonadaceae,g__UBA4720,s__UBA4720 sp902812375
ASV6048,0,0,0,0,0,0,0,0,0,0,0,4,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales_650611,f__Pseudomonadaceae,g__Pseudomonas_E_647464,Unassigned
ASV6049,0,0,0,0,0,0,0,0,0,0,0,2,d__Bacteria,p__Firmicutes_D,c__Bacilli,o__Paenibacillales,f__Paenibacillaceae_367444,g__Paenibacillus_J_366882,Unassigned
ASV6050,0,0,0,0,0,0,0,0,0,0,0,3,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,Unassigned,Unassigned,Unassigned,Unassigned
ASV6051,0,0,0,0,0,0,0,0,0,0,0,4,d__Bacteria,p__Myxococcota_A_473307,c__UBA796,o__UBA796,f__GCA-2862545,g__REDI01,s__REDI01 sp007693595
ASV6052,0,0,0,0,0,0,0,0,0,0,0,3,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Caulobacterales,f__Caulobacteraceae,Unassigned,Unassigned
ASV6053,0,0,0,0,0,0,0,0,0,0,0,5,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales_650611,f__Pseudomonadaceae,g__Pseudomonas_E_647464,Unassigned
ASV6054,0,0,0,0,0,0,0,0,0,0,0,4,d__Bacteria,p__Firmicutes_D,c__Bacilli,o__Paenibacillales,f__Paenibacillaceae_367444,Unassigned,Unassigned
ASV6055,0,0,0,0,0,0,0,0,0,0,0,4,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales_877923,f__Weeksellaceae,g__Epilithonimonas_794764,Unassigned
ASV6056,0,0,0,0,0,0,0,0,0,0,0,4,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Caulobacterales,f__Caulobacteraceae,g__Asticcacaulis,Unassigned
ASV6057,2,0,0,0,0,0,0,0,0,0,0,0,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales_592522,f__Burkholderiaceae_A_592522,Unassigned,Unassigned
ASV6058,3,0,0,0,0,0,0,0,0,0,0,0,d__Bacteria,p__Campylobacterota,c__Campylobacteria,o__Campylobacterales,f__Helicobacteraceae,Unassigned,Unassigned
ASV6059,2,0,0,0,0,0,0,0,0,0,0,0,d__Bacteria,p__Desulfobacterota_G_459544,c__Syntrophorhabdia,o__Syntrophorhabdales,f__Syntrophorhabdaceae,g__Syntrophorhabdus,s__Syntrophorhabdus sp002067585
ASV6060,3,0,0,0,0,0,0,0,0,0,0,0,d__Bacteria,p__Desulfobacterota_I,c__Desulfobacteria,o__Desulfobacterales,Unassigned,Unassigned,Unassigned
ASV6061,2,0,0,0,0,0,0,0,0,0,0,0,d__Bacteria,p__Bacteroidota,c__Bacteroidia,Unassigned,Unassigned,Unassigned,Unassigned
ASV6062,2,0,0,0,0,0,0,0,0,0,0,0,d__Bacteria,p__Myxococcota_A_473307,c__Myxococcia,o__Myxococcales,f__Myxococcaceae,g__RPRB01,s__RPRB01 sp003818285
ASV6063,1,0,0,0,0,0,0,0,0,0,0,0,d__Bacteria,p__Desulfobacterota_I,c__Desulfovibrionia,o__Desulfovibrionales,f__Desulfovibrionaceae,g__Bilophila,s__Bilophila wadsworthia
ASV6064,2,0,0,0,0,0,0,0,0,0,0,0,d__Bacteria,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
ASV6065,2,0,0,0,0,0,0,0,0,0,0,0,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae,g__Paramuribaculum,s__Paramuribaculum sp000431155
ASV6066,2,0,0,0,0,0,0,0,0,0,0,0,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales_592522,f__Burkholderiaceae_A_592522,g__Ramlibacter_582307,Unassigned
ASV6067,3,0,0,0,0,0,0,0,0,0,0,0,d__Bacteria,p__Firmicutes_D,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Streptococcus,Unassigned
ASV6068,3,0,0,0,0,0,0,0,0,0,0,0,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Peptostreptococcales,f__Peptostreptococcaceae_256921,g__CCUG-7971,s__CCUG-7971 spG000499525
ASV6069,2,0,0,0,0,0,0,0,0,0,0,0,d__Bacteria,p__Desulfobacterota_I,c__Syntrophobacteria,o__Syntrophobacterales,f__Syntrophobacteraceae,g__Desulfovirga,s__Desulfovirga adipica
ASV6070,2,0,0,0,0,0,0,0,0,0,0,0,d__Bacteria,p__Acidobacteriota,c__Vicinamibacteria,o__Fen-336,f__Fen-336,g__WYBL01,s__WYBL01 sp011526565
ASV6071,2,0,0,0,0,0,0,0,0,0,0,0,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Methylococcales,f__Methylomonadaceae,Unassigned,Unassigned
ASV6072,2,0,0,0,0,0,0,0,0,0,0,0,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Propionibacteriales,f__Nocardioidaceae,Unassigned,Unassigned
ASV6073,2,0,0,0,0,0,0,0,0,0,0,0,d__Bacteria,p__Methylomirabilota,c__Methylomirabilia,o__Rokubacteriales,f__CSP1-6,g__GWA2-73-35,s__GWA2-73-35 sp001788495
ASV6074,4,0,0,0,0,0,0,0,0,0,0,0,d__Bacteria,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
ASV6075,2,0,0,0,0,0,0,0,0,0,0,0,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales_A_504705,f__Xanthobacteraceae_503485,Unassigned,Unassigned
ASV6076,1,0,0,0,0,0,0,0,0,0,0,0,d__Bacteria,p__Desulfobacterota_B,c__Binatia,o__UTPRO1,f__UTPRO1,g__UTPRO1,s__UTPRO1 sp002050235
ASV6077,4,0,0,0,0,0,0,0,0,0,0,0,d__Bacteria,p__Firmicutes_D,c__Bacilli,o__Paenibacillales,f__Paenibacillaceae_367444,g__Paenibacillus_J_366884,Unassigned
ASV6078,1,0,0,0,0,0,0,0,0,0,0,0,d__Bacteria,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
ASV6079,2,0,0,0,0,0,0,0,0,0,0,0,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Steroidobacterales,f__Steroidobacteraceae,Unassigned,Unassigned
ASV6080,3,0,0,0,0,0,0,0,0,0,0,0,d__Bacteria,p__Gemmatimonadota,c__Gemmatimonadetes,o__Gemmatimonadales,f__Gemmatimonadaceae,g__SCN-70-22,Unassigned
ASV6081,3,0,0,0,0,0,0,0,0,0,0,0,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales_592522,f__Burkholderiaceae_A_592522,Unassigned,Unassigned
ASV6082,3,0,0,0,0,0,0,0,0,0,0,0,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales_592524,f__Burkholderiaceae_A_574934,Unassigned,Unassigned
ASV6083,1,0,0,0,0,0,0,0,0,0,0,0,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Propionibacteriales,f__Propionibacteriaceae,g__Friedmanniella,Unassigned
ASV6084,2,0,0,0,0,0,0,0,0,0,0,0,d__Bacteria,p__Firmicutes_D,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Weissella_A_338544,Unassigned
ASV6085,2,0,0,0,0,0,0,0,0,0,0,0,d__Bacteria,p__Patescibacteria,c__Saccharimonadia,o__Saccharimonadales,f__UBA1547,Unassigned,Unassigned
ASV6086,4,0,0,0,0,0,0,0,0,0,0,0,d__Bacteria,p__Myxococcota_A_473307,c__Polyangia_463783,o__Polyangiales,f__Polyangiaceae,g__Labilithrix,s__Labilithrix luteola
ASV6087,2,0,0,0,0,0,0,0,0,0,0,0,d__Bacteria,p__Bdellovibrionota_E,c__Oligoflexia,o__Oligoflexales,f__Bin106,g__Bin106,s__Bin106 sp002238945
ASV6088,1,0,0,0,0,0,0,0,0,0,0,0,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Acetobacterales,f__Acetobacteraceae,Unassigned,Unassigned
ASV6089,1,0,0,0,0,0,0,0,0,0,0,0,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__ATCC43930_507253,f__Stellaceae_507253,g__Constrictibacter,s__Constrictibacter antarcticus
ASV6090,3,0,0,0,0,0,0,0,0,0,0,0,d__Bacteria,p__Spirochaetota,c__Spirochaetia,o__Treponematales,f__Treponemataceae,g__Treponema_F,Unassigned
ASV6091,3,0,0,0,0,0,0,0,0,0,0,0,d__Bacteria,p__Dependentiae,c__Babeliae,o__Babeliales,f__Vermiphilaceae,g__Vermiphilus,s__Vermiphilus pyriformis
ASV6092,1,0,0,0,0,0,0,0,0,0,0,0,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales_660879,f__Moraxellaceae,g__Moraxella_A_651148,s__Moraxella_A_651148 atlantae
ASV6093,4,0,0,0,0,0,0,0,0,0,0,0,d__Bacteria,p__Dependentiae,c__Babeliae,o__Babeliales,f__Vermiphilaceae,g__Vermiphilus,s__Vermiphilus pyriformis
ASV6094,4,0,0,0,0,0,0,0,0,0,0,0,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Cytophagales,f__Cyclobacteriaceae_900466,g__Chryseolinea,s__Chryseolinea serpens
ASV6095,2,0,0,0,0,0,0,0,0,0,0,0,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Actinomycetales,f__Microbacteriaceae,Unassigned,Unassigned
ASV6096,2,0,0,0,0,0,0,0,0,0,0,0,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Sphingobacteriales,f__Sphingobacteriaceae,g__Parapedobacter,s__Parapedobacter indicus
ASV6097,0,0,0,0,0,0,0,0,0,0,0,0,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Lachnospirales,f__Lachnospiraceae,g__14-2,s__14-2 sp000403315
ASV6098,2,0,0,0,0,0,0,0,0,0,0,0,d__Bacteria,p__Bdellovibrionota_E,c__Bdellovibrionia_A_470743,o__UBA1018,f__UBA1018,g__GWA1-52-35,s__GWA1-52-35 sp001769805
ASV6099,3,0,0,0,0,0,0,0,0,0,0,0,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Cytophagales,f__Cyclobacteriaceae_900466,g__ELB16-189,Unassigned
ASV6100,3,0,0,0,0,0,0,0,0,0,0,0,d__Bacteria,p__Myxococcota_A_473307,c__Polyangia_463783,o__Polyangiales,f__Polyangiaceae,Unassigned,Unassigned
ASV6101,1,0,0,0,0,0,0,0,0,0,0,0,d__Bacteria,p__Firmicutes_D,c__Bacilli,Unassigned,Unassigned,Unassigned,Unassigned
ASV6102,2,0,0,0,0,0,0,0,0,0,0,0,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales_650611,f__Pseudomonadaceae,g__Pseudomonas_E_647464,Unassigned
ASV6103,2,0,0,0,0,0,0,0,0,0,0,0,d__Bacteria,p__Firmicutes_D,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Lactiplantibacillus,Unassigned
ASV6104,2,0,0,0,0,0,0,0,0,0,0,0,d__Bacteria,p__Myxococcota_A_473307,c__Polyangia_463783,o__Polyangiales,f__Polyangiaceae,Unassigned,Unassigned
ASV6105,3,0,0,0,0,0,0,0,0,0,0,0,d__Bacteria,p__Firmicutes_D,c__Bacilli,o__Lactobacillales,f__Aerococcaceae,g__Trichococcus,Unassigned
ASV6106,2,0,0,0,0,0,0,0,0,0,0,0,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae,g__Muribaculum,s__Muribaculum gordoncarteri
ASV6107,4,0,0,0,0,0,0,0,0,0,0,0,d__Bacteria,p__Actinobacteriota,c__Thermoleophilia,o__Gaiellales,f__Gaiellaceae,g__AC-16,s__AC-16 sp005884575
ASV6108,2,0,0,0,0,0,0,0,0,0,0,0,d__Bacteria,p__Patescibacteria,c__Saccharimonadia,o__Saccharimonadales,f__SZUA-47,g__SZUA-47,Unassigned
ASV6109,2,0,0,0,0,0,0,0,0,0,0,0,d__Bacteria,p__Bdellovibrionota_E,c__Oligoflexia,o__Oligoflexales,f__Bin106,g__Bin106,s__Bin106 sp002238945
ASV6110,3,0,0,0,0,0,0,0,0,0,0,0,d__Bacteria,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
